,0,1
17436,17436,3
104963,104963,0
28404,28404,3
47420,47420,3
17541,17541,0
62595,62595,3
16210,16210,0
32182,32182,0
58640,58640,0
123772,123772,0
40949,40949,3
130395,130395,0
54581,54581,3
29112,29112,3
107346,107346,1
93586,93586,1
4118,4118,3
12004,12004,3
14680,14680,0
54358,54358,0
100590,100590,4
60175,60175,3
41796,41796,3
71070,71070,0
121781,121781,0
2571,2571,3
54568,54568,0
97335,97335,0
33293,33293,0
122079,122079,0
11942,11942,0
44170,44170,3
45590,45590,3
19732,19732,0
101417,101417,0
37032,37032,1
27570,27570,0
115195,115195,3
110272,110272,1
135126,135126,3
49968,49968,0
25324,25324,1
127200,127200,3
135644,135644,3
8620,8620,0
78957,78957,0
87900,87900,3
58361,58361,1
6266,6266,3
60090,60090,0
99557,99557,0
76832,76832,0
64974,64974,3
21507,21507,0
48728,48728,0
91918,91918,0
55796,55796,0
115298,115298,3
112716,112716,0
64448,64448,0
51034,51034,1
64029,64029,0
21995,21995,1
52048,52048,3
89413,89413,0
80090,80090,0
50742,50742,0
79234,79234,0
54735,54735,3
124601,124601,0
22685,22685,0
31735,31735,0
70756,70756,0
18247,18247,3
18568,18568,0
111703,111703,0
82397,82397,3
135651,135651,3
7487,7487,3
56589,56589,3
12682,12682,3
87583,87583,0
96541,96541,2
19901,19901,3
101513,101513,0
70962,70962,0
98045,98045,0
88384,88384,0
44606,44606,0
99581,99581,0
113492,113492,0
98271,98271,0
81827,81827,0
69415,69415,3
48682,48682,0
121376,121376,0
83840,83840,0
88942,88942,0
71081,71081,3
131740,131740,3
37160,37160,1
1934,1934,0
37296,37296,1
79917,79917,3
94878,94878,0
125884,125884,1
67606,67606,1
106869,106869,0
131622,131622,0
29419,29419,0
52665,52665,4
91464,91464,0
35849,35849,3
121360,121360,3
108343,108343,0
119600,119600,3
5399,5399,3
100603,100603,0
44607,44607,3
70587,70587,0
48202,48202,0
77490,77490,3
97582,97582,0
96272,96272,2
73906,73906,3
25834,25834,0
39571,39571,0
56424,56424,0
129914,129914,3
101019,101019,0
74721,74721,0
131201,131201,3
58394,58394,0
57628,57628,1
52397,52397,0
47853,47853,0
103085,103085,0
104452,104452,0
67972,67972,3
134727,134727,0
11861,11861,0
28765,28765,3
128949,128949,3
48724,48724,1
19766,19766,3
86145,86145,0
74982,74982,3
22034,22034,0
24420,24420,0
15794,15794,3
26252,26252,3
76841,76841,3
12066,12066,3
94843,94843,3
6404,6404,3
30046,30046,0
112523,112523,4
100492,100492,3
15112,15112,0
22602,22602,0
90619,90619,1
117602,117602,3
43621,43621,3
47466,47466,3
62956,62956,0
104625,104625,3
132922,132922,0
82889,82889,3
68572,68572,0
105294,105294,0
117923,117923,3
117758,117758,3
5448,5448,3
64645,64645,3
83906,83906,0
127507,127507,0
103478,103478,0
103879,103879,0
119204,119204,1
119633,119633,3
74686,74686,3
46817,46817,0
21564,21564,0
13228,13228,3
29646,29646,0
130328,130328,0
69029,69029,1
82587,82587,3
40206,40206,0
60500,60500,0
25057,25057,3
90877,90877,3
71905,71905,0
14370,14370,0
65571,65571,0
19127,19127,0
32245,32245,0
15663,15663,0
16245,16245,1
106351,106351,0
66409,66409,0
42454,42454,3
58991,58991,1
32062,32062,3
58525,58525,3
43206,43206,0
29073,29073,3
21928,21928,0
13043,13043,3
102010,102010,3
68366,68366,0
30577,30577,0
36339,36339,0
126957,126957,0
26584,26584,0
56368,56368,3
5095,5095,3
98305,98305,0
114803,114803,0
112590,112590,0
122001,122001,3
3200,3200,3
21250,21250,0
120936,120936,3
45622,45622,3
130465,130465,0
109205,109205,0
93030,93030,3
26764,26764,0
134537,134537,0
79117,79117,0
134576,134576,0
23716,23716,0
90149,90149,0
43149,43149,0
133106,133106,3
32435,32435,1
132008,132008,0
84591,84591,0
114446,114446,0
67985,67985,0
99240,99240,0
52981,52981,3
76598,76598,3
88639,88639,0
13547,13547,0
79130,79130,0
124183,124183,0
109776,109776,0
11389,11389,0
105706,105706,3
110062,110062,0
73837,73837,3
5743,5743,3
48058,48058,3
112437,112437,3
102777,102777,0
129385,129385,0
93364,93364,0
49621,49621,0
33291,33291,3
36038,36038,0
81634,81634,0
125049,125049,3
37800,37800,0
99362,99362,0
80163,80163,3
77954,77954,1
87587,87587,0
69060,69060,1
13924,13924,0
110792,110792,0
112636,112636,3
111988,111988,1
94795,94795,3
4338,4338,3
112674,112674,0
130141,130141,3
65628,65628,1
73859,73859,0
83487,83487,0
135044,135044,3
54287,54287,0
97455,97455,0
44716,44716,0
66515,66515,0
54595,54595,3
38544,38544,0
81538,81538,0
56075,56075,3
49497,49497,3
74540,74540,0
58562,58562,3
99861,99861,3
43593,43593,0
61802,61802,3
33212,33212,0
86830,86830,0
38847,38847,3
91516,91516,0
61067,61067,1
2110,2110,0
43080,43080,0
131907,131907,0
61020,61020,3
53681,53681,0
64797,64797,1
71436,71436,0
134137,134137,0
119597,119597,0
105842,105842,1
108523,108523,1
100064,100064,3
51994,51994,0
41987,41987,3
110982,110982,0
23822,23822,0
112717,112717,0
106033,106033,0
49337,49337,0
110946,110946,0
56983,56983,3
114070,114070,0
8995,8995,0
89397,89397,0
17594,17594,0
70965,70965,0
75444,75444,0
93418,93418,3
82777,82777,3
40406,40406,3
102349,102349,3
135047,135047,3
95218,95218,0
44037,44037,0
97530,97530,0
29973,29973,0
12321,12321,3
128706,128706,0
15465,15465,0
73657,73657,0
9384,9384,0
26343,26343,3
124328,124328,0
48778,48778,0
76961,76961,3
34605,34605,3
81327,81327,1
111244,111244,0
54996,54996,1
4656,4656,3
112624,112624,3
62954,62954,0
95098,95098,0
55570,55570,0
24684,24684,3
127116,127116,0
35811,35811,3
79263,79263,0
29313,29313,0
131336,131336,3
69315,69315,3
115697,115697,3
67780,67780,1
18185,18185,1
102343,102343,1
122256,122256,0
133225,133225,3
118684,118684,0
129743,129743,0
121565,121565,0
32243,32243,0
2975,2975,3
120405,120405,0
118406,118406,3
89644,89644,0
44002,44002,3
21423,21423,0
18694,18694,3
115687,115687,1
57489,57489,3
78760,78760,3
125022,125022,3
38149,38149,1
75647,75647,3
130266,130266,1
37421,37421,0
15311,15311,3
54185,54185,1
112924,112924,1
40110,40110,0
67613,67613,0
41358,41358,3
122391,122391,0
15614,15614,3
100484,100484,0
77012,77012,0
67111,67111,0
113845,113845,0
135249,135249,0
70993,70993,3
86460,86460,3
82349,82349,0
120849,120849,0
36162,36162,3
123432,123432,0
20067,20067,0
134826,134826,0
111542,111542,0
92332,92332,3
84221,84221,3
96165,96165,2
111013,111013,0
123550,123550,3
31026,31026,0
39406,39406,3
11062,11062,0
75853,75853,3
112446,112446,0
26103,26103,1
28819,28819,3
30045,30045,0
104097,104097,0
83966,83966,3
97853,97853,0
10881,10881,3
42334,42334,3
70969,70969,0
27585,27585,0
94888,94888,3
72783,72783,0
128304,128304,1
18588,18588,0
35372,35372,0
98186,98186,0
3509,3509,3
102973,102973,0
68562,68562,0
111082,111082,3
96754,96754,2
72087,72087,0
4859,4859,3
32327,32327,3
38412,38412,3
93911,93911,3
21355,21355,3
24114,24114,3
126534,126534,0
31527,31527,0
18625,18625,3
18265,18265,0
24059,24059,0
133798,133798,0
108727,108727,3
55145,55145,1
95435,95435,3
28509,28509,3
97072,97072,2
49503,49503,1
92631,92631,3
52211,52211,3
66695,66695,0
15974,15974,3
134767,134767,0
98025,98025,1
47247,47247,3
7628,7628,3
26450,26450,3
135190,135190,0
110348,110348,0
134064,134064,3
39914,39914,3
96106,96106,0
13519,13519,3
74653,74653,0
80612,80612,0
61577,61577,0
12514,12514,0
91731,91731,0
120190,120190,1
44267,44267,1
100073,100073,3
83011,83011,0
17799,17799,0
110230,110230,0
32184,32184,3
24611,24611,0
126169,126169,3
96067,96067,3
113652,113652,1
122075,122075,3
74337,74337,0
8764,8764,3
121735,121735,3
55051,55051,3
94694,94694,0
111304,111304,0
87023,87023,3
24162,24162,0
49798,49798,0
82577,82577,3
124772,124772,3
53181,53181,1
2685,2685,0
93701,93701,0
39439,39439,0
20361,20361,0
86017,86017,3
44314,44314,0
78224,78224,3
27088,27088,1
46395,46395,3
78219,78219,1
55380,55380,0
9624,9624,3
9636,9636,0
44059,44059,0
101602,101602,1
74502,74502,3
34496,34496,0
70099,70099,0
51180,51180,3
83152,83152,3
110648,110648,3
87078,87078,0
38166,38166,0
104939,104939,0
102670,102670,0
130505,130505,4
122941,122941,0
29803,29803,0
12581,12581,0
120060,120060,0
2344,2344,0
57820,57820,0
28290,28290,3
96840,96840,2
47138,47138,3
1790,1790,1
105045,105045,3
122769,122769,1
73615,73615,3
21142,21142,0
76152,76152,3
48608,48608,0
112101,112101,0
100807,100807,0
25756,25756,3
10151,10151,0
133431,133431,0
122335,122335,0
58712,58712,0
23642,23642,1
81411,81411,1
6517,6517,3
105756,105756,0
114253,114253,0
47007,47007,3
48466,48466,3
16591,16591,3
38091,38091,0
102365,102365,0
27767,27767,0
8551,8551,3
6980,6980,3
128151,128151,0
33657,33657,1
46960,46960,0
38478,38478,4
5047,5047,3
67181,67181,3
65656,65656,0
56688,56688,0
34454,34454,0
18270,18270,3
33148,33148,0
20299,20299,3
53288,53288,1
135066,135066,0
74241,74241,0
85208,85208,0
47255,47255,0
122229,122229,0
100801,100801,3
95180,95180,3
85393,85393,0
29253,29253,0
52525,52525,0
135508,135508,3
120309,120309,3
19339,19339,3
67036,67036,0
80787,80787,0
114533,114533,3
63022,63022,0
130151,130151,3
42003,42003,3
105954,105954,3
14004,14004,0
52660,52660,1
95994,95994,0
113340,113340,0
26259,26259,0
55676,55676,0
38766,38766,0
51654,51654,0
75977,75977,0
16280,16280,0
67790,67790,0
13391,13391,0
115230,115230,0
116465,116465,3
32462,32462,3
47372,47372,0
100899,100899,0
98444,98444,3
48801,48801,1
29247,29247,0
22819,22819,3
41529,41529,0
25831,25831,3
108216,108216,0
110409,110409,0
10474,10474,0
99949,99949,0
104708,104708,1
30654,30654,0
46137,46137,3
130362,130362,0
119741,119741,0
79568,79568,1
26241,26241,0
65348,65348,0
20788,20788,3
104399,104399,3
72273,72273,0
61593,61593,0
62339,62339,3
132739,132739,0
40249,40249,0
50987,50987,0
57363,57363,0
134801,134801,0
6330,6330,3
32248,32248,0
111075,111075,0
44336,44336,0
3903,3903,3
123212,123212,3
99562,99562,0
107135,107135,1
106726,106726,0
70161,70161,3
87037,87037,3
104759,104759,0
106710,106710,3
87731,87731,0
52475,52475,3
4083,4083,3
5059,5059,3
16340,16340,0
75666,75666,3
131114,131114,3
122950,122950,3
40437,40437,0
39929,39929,3
102771,102771,4
121320,121320,0
15435,15435,3
119486,119486,3
132577,132577,0
12490,12490,3
132629,132629,0
37859,37859,0
42225,42225,0
46856,46856,0
90056,90056,0
51497,51497,3
95730,95730,3
65483,65483,0
31689,31689,3
24364,24364,0
59915,59915,0
45501,45501,0
111564,111564,0
96432,96432,2
122586,122586,3
125472,125472,0
77030,77030,0
76916,76916,3
100986,100986,0
10085,10085,3
88882,88882,3
55140,55140,1
87631,87631,0
6452,6452,3
33889,33889,3
110344,110344,0
78505,78505,0
25360,25360,3
632,632,0
117994,117994,0
39326,39326,1
105759,105759,3
72632,72632,0
58319,58319,1
56647,56647,3
95749,95749,0
52951,52951,3
68360,68360,0
6579,6579,3
29508,29508,0
58895,58895,0
12789,12789,0
19018,19018,3
121060,121060,3
70475,70475,0
42242,42242,3
54427,54427,0
81706,81706,0
113730,113730,0
100188,100188,3
46297,46297,3
94427,94427,3
55677,55677,1
70189,70189,0
82337,82337,0
68672,68672,0
23143,23143,0
61546,61546,3
60229,60229,0
14535,14535,3
124903,124903,0
31032,31032,0
107064,107064,0
35801,35801,3
2324,2324,3
17091,17091,0
10169,10169,3
112071,112071,0
44799,44799,3
99012,99012,1
100503,100503,3
391,391,0
33491,33491,3
45410,45410,0
114597,114597,0
113016,113016,3
87931,87931,0
78419,78419,0
83416,83416,3
63055,63055,0
21885,21885,3
4444,4444,3
128822,128822,0
122322,122322,3
12885,12885,0
12576,12576,0
111340,111340,3
127213,127213,3
97732,97732,0
35188,35188,3
121672,121672,0
132120,132120,3
127162,127162,3
41967,41967,3
120136,120136,0
100851,100851,3
60564,60564,3
88629,88629,0
121696,121696,1
28763,28763,3
120778,120778,3
124590,124590,0
105033,105033,0
51554,51554,0
23163,23163,0
42856,42856,0
77091,77091,3
116935,116935,0
59409,59409,1
206,206,3
61932,61932,3
45780,45780,0
28487,28487,3
68296,68296,0
44680,44680,0
4731,4731,3
80708,80708,3
112929,112929,3
36747,36747,3
34977,34977,0
84643,84643,0
71182,71182,0
109664,109664,0
132684,132684,0
45994,45994,1
1784,1784,3
99597,99597,3
101284,101284,3
317,317,1
38783,38783,1
118234,118234,0
16200,16200,0
102254,102254,3
6347,6347,3
67705,67705,0
82230,82230,1
39262,39262,1
123210,123210,1
67476,67476,0
50558,50558,0
3116,3116,0
66440,66440,3
38576,38576,0
59697,59697,0
690,690,0
76062,76062,3
117634,117634,3
102119,102119,0
81346,81346,0
53263,53263,0
30079,30079,0
122511,122511,0
67674,67674,3
28408,28408,3
97546,97546,3
101474,101474,3
161,161,0
6014,6014,3
6344,6344,3
8540,8540,0
70563,70563,0
74479,74479,0
75649,75649,0
128474,128474,3
64996,64996,0
97263,97263,0
102578,102578,0
102603,102603,0
1498,1498,3
98443,98443,0
90412,90412,0
77938,77938,1
31609,31609,0
114287,114287,0
133125,133125,0
92027,92027,0
50427,50427,0
2189,2189,0
62371,62371,0
70577,70577,3
23243,23243,0
41487,41487,3
133614,133614,1
135605,135605,0
62554,62554,0
75508,75508,0
18684,18684,0
85215,85215,0
97050,97050,2
37001,37001,3
95141,95141,1
42939,42939,3
104702,104702,3
79043,79043,0
80985,80985,3
10766,10766,0
60451,60451,3
54382,54382,0
77717,77717,0
110465,110465,0
87655,87655,0
110095,110095,0
132461,132461,0
132158,132158,0
31731,31731,0
65851,65851,4
15774,15774,3
40948,40948,3
34661,34661,0
6872,6872,3
115511,115511,3
56069,56069,0
21072,21072,0
61150,61150,3
131144,131144,3
118303,118303,0
101327,101327,0
118941,118941,0
19916,19916,3
70878,70878,3
73646,73646,1
101736,101736,3
34752,34752,4
113387,113387,1
44848,44848,3
128664,128664,1
118347,118347,1
34903,34903,3
99647,99647,3
11500,11500,3
20921,20921,0
86572,86572,0
124205,124205,0
74414,74414,3
28991,28991,3
119112,119112,0
66821,66821,3
35728,35728,0
45560,45560,3
45295,45295,0
126582,126582,0
4468,4468,3
63604,63604,0
117728,117728,0
90136,90136,3
13711,13711,3
119551,119551,1
47863,47863,0
15610,15610,0
33559,33559,0
10765,10765,0
45115,45115,0
1841,1841,0
49978,49978,3
100115,100115,0
58838,58838,3
101384,101384,0
52405,52405,0
31569,31569,3
99419,99419,0
75046,75046,3
23745,23745,3
27741,27741,3
30386,30386,0
18995,18995,0
6818,6818,3
105034,105034,0
126358,126358,3
30943,30943,0
120852,120852,0
96618,96618,2
24515,24515,3
72314,72314,3
47425,47425,0
114409,114409,3
90758,90758,0
43983,43983,0
100331,100331,3
129253,129253,3
91422,91422,0
26002,26002,1
89055,89055,3
124001,124001,0
77477,77477,3
22087,22087,0
26785,26785,0
79179,79179,1
63419,63419,3
38740,38740,3
53782,53782,0
99513,99513,0
49320,49320,0
30663,30663,0
33944,33944,0
106309,106309,3
116261,116261,0
33898,33898,0
85883,85883,0
46484,46484,3
114325,114325,3
15976,15976,3
122336,122336,0
46836,46836,3
30602,30602,0
55024,55024,3
115509,115509,0
83302,83302,0
101462,101462,0
15818,15818,3
92605,92605,0
130939,130939,0
122065,122065,0
93285,93285,0
81870,81870,3
6413,6413,3
33456,33456,3
130203,130203,0
105365,105365,3
51219,51219,0
22261,22261,0
47495,47495,1
59845,59845,3
97568,97568,0
93765,93765,0
79147,79147,0
93074,93074,3
129123,129123,3
70932,70932,0
128184,128184,0
56275,56275,0
119966,119966,3
134823,134823,0
130409,130409,3
65342,65342,1
28624,28624,3
122011,122011,0
67437,67437,3
14424,14424,3
17605,17605,0
10950,10950,3
63181,63181,3
41779,41779,3
94654,94654,0
6423,6423,3
61159,61159,3
77036,77036,0
90092,90092,0
115863,115863,0
122573,122573,3
19774,19774,3
114347,114347,0
47699,47699,0
121445,121445,3
77072,77072,3
102431,102431,3
99353,99353,0
35598,35598,3
19936,19936,3
15884,15884,1
92827,92827,3
82930,82930,3
120522,120522,0
72128,72128,0
30065,30065,0
132231,132231,1
74413,74413,3
26227,26227,0
40304,40304,3
38615,38615,3
59803,59803,0
124050,124050,1
103642,103642,3
58033,58033,0
96960,96960,2
41608,41608,3
7350,7350,3
38357,38357,0
46243,46243,3
92059,92059,0
90479,90479,3
81602,81602,1
107353,107353,1
135117,135117,0
48190,48190,3
106198,106198,1
65878,65878,0
46826,46826,0
35290,35290,0
11185,11185,0
124086,124086,0
54163,54163,1
28864,28864,3
78269,78269,0
42841,42841,0
18250,18250,4
103455,103455,0
102569,102569,0
115903,115903,3
98870,98870,0
27168,27168,0
114929,114929,0
128060,128060,0
72921,72921,3
37773,37773,0
20901,20901,0
19272,19272,0
8085,8085,3
120963,120963,3
83532,83532,3
21914,21914,3
124406,124406,3
72794,72794,0
18828,18828,3
71308,71308,3
134157,134157,3
45341,45341,0
58857,58857,3
94737,94737,3
114823,114823,0
133496,133496,1
53338,53338,3
86860,86860,0
37408,37408,0
78106,78106,0
112064,112064,0
8415,8415,3
21049,21049,0
37902,37902,3
6606,6606,3
15815,15815,1
87730,87730,0
36728,36728,0
43099,43099,3
21285,21285,3
100586,100586,3
45491,45491,0
39456,39456,3
72511,72511,0
30962,30962,0
127278,127278,0
124427,124427,1
4981,4981,3
6559,6559,3
117596,117596,3
85056,85056,3
29976,29976,0
87436,87436,4
35351,35351,0
130675,130675,0
60413,60413,4
110151,110151,3
16606,16606,1
42985,42985,0
12995,12995,0
85892,85892,0
3418,3418,0
34419,34419,3
68530,68530,0
58978,58978,3
32982,32982,1
50042,50042,0
71505,71505,0
134218,134218,0
81633,81633,0
84865,84865,0
118752,118752,3
106420,106420,0
9410,9410,3
6396,6396,3
89161,89161,3
128074,128074,0
105527,105527,3
132806,132806,0
95048,95048,0
89374,89374,3
55187,55187,3
119598,119598,0
86260,86260,1
80588,80588,0
56187,56187,0
4272,4272,3
82150,82150,0
135289,135289,3
114133,114133,3
119989,119989,3
5966,5966,3
126456,126456,0
59186,59186,3
28808,28808,3
32859,32859,0
106908,106908,0
28829,28829,3
59928,59928,0
23651,23651,0
97864,97864,0
123520,123520,0
10415,10415,0
93147,93147,1
47228,47228,0
46754,46754,0
12799,12799,0
37176,37176,3
107401,107401,0
24683,24683,0
22638,22638,0
48173,48173,3
49971,49971,3
26386,26386,1
83419,83419,3
131505,131505,0
12739,12739,0
20683,20683,3
9975,9975,0
95250,95250,1
80135,80135,3
46013,46013,3
84395,84395,3
22173,22173,3
28411,28411,3
40346,40346,1
43667,43667,0
59290,59290,3
103628,103628,1
81691,81691,0
25882,25882,0
109465,109465,0
40466,40466,3
105543,105543,0
107846,107846,0
55792,55792,0
25206,25206,0
49636,49636,0
23205,23205,0
45614,45614,0
96052,96052,1
47503,47503,0
85302,85302,3
104020,104020,0
56952,56952,0
26569,26569,0
26169,26169,3
50204,50204,3
19354,19354,1
113961,113961,0
15621,15621,1
67336,67336,1
46387,46387,0
71014,71014,3
83897,83897,0
46551,46551,0
119556,119556,3
94834,94834,0
93060,93060,1
9158,9158,0
123334,123334,3
51199,51199,1
134346,134346,1
37747,37747,0
43759,43759,0
58072,58072,0
72676,72676,0
50752,50752,0
53669,53669,0
65335,65335,0
96567,96567,2
78495,78495,0
39681,39681,3
39228,39228,3
10512,10512,0
52577,52577,0
115487,115487,3
106746,106746,0
100957,100957,3
93253,93253,0
98615,98615,0
31768,31768,0
64893,64893,0
105417,105417,0
20294,20294,0
112246,112246,3
100698,100698,0
90563,90563,3
121405,121405,0
112848,112848,0
126229,126229,0
66149,66149,0
103474,103474,3
57510,57510,3
60371,60371,3
45803,45803,0
121335,121335,0
61656,61656,1
12711,12711,0
48038,48038,0
35025,35025,3
92329,92329,0
8089,8089,3
5726,5726,3
40757,40757,0
83340,83340,1
116700,116700,3
5614,5614,3
107002,107002,3
5709,5709,3
62935,62935,0
28827,28827,3
135559,135559,3
105318,105318,3
109796,109796,0
12794,12794,0
59338,59338,0
99446,99446,3
89968,89968,0
100622,100622,0
55603,55603,0
29724,29724,0
88398,88398,3
99438,99438,0
98024,98024,0
124538,124538,0
64380,64380,3
129001,129001,0
25462,25462,0
74244,74244,3
73801,73801,1
39998,39998,0
25985,25985,0
42066,42066,0
95893,95893,0
132328,132328,0
9057,9057,1
45552,45552,0
132449,132449,3
87600,87600,0
100785,100785,3
69693,69693,3
35784,35784,0
11265,11265,3
51858,51858,3
38606,38606,3
23337,23337,0
48084,48084,3
3289,3289,0
94777,94777,0
77371,77371,3
32619,32619,0
79065,79065,0
81145,81145,0
20090,20090,3
4472,4472,3
98692,98692,0
84775,84775,3
134082,134082,0
44922,44922,3
83754,83754,0
11749,11749,0
102401,102401,0
3287,3287,0
52586,52586,3
63651,63651,0
7418,7418,3
21428,21428,1
59120,59120,0
46816,46816,0
131981,131981,0
323,323,3
28681,28681,3
135548,135548,0
82370,82370,3
58965,58965,3
89662,89662,0
45949,45949,1
111953,111953,3
132005,132005,3
98423,98423,1
61432,61432,3
118806,118806,0
96488,96488,2
29438,29438,0
16789,16789,0
24167,24167,0
2320,2320,3
88856,88856,0
130621,130621,3
48244,48244,3
121000,121000,3
105781,105781,0
92672,92672,3
106785,106785,0
58777,58777,1
120514,120514,3
2776,2776,0
97875,97875,0
84641,84641,3
6573,6573,3
91421,91421,3
43282,43282,0
103538,103538,0
9067,9067,3
98146,98146,3
88189,88189,0
30633,30633,0
69364,69364,3
19071,19071,0
65778,65778,0
29915,29915,0
